query_id,pdb_id,score,Resolution,pubmed_id,apparatus,atmosphere,crystal_id,details,method,method_ref,pH,pressure,pressure_esd,seeding,seeding_ref,temp,temp_esd,temp_details,time,pdbx_details,pdbx_pH_range
UniRef100_A0A6P0WYK3,1R5P,0.99,2.20,15071498,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,7.0,,,,,298.0,,?,,"'PEG 400, pH 7.0, VAPOR DIFFUSION, HANGING DROP, temperature 298.0K'",.
UniRef100_A0A6P0WYK3,2QKE,0.963957184650322,2.7,18497745,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,5.0,,,,,293,,?,,"'10% PEG 3350, 10% DMSO, 0.1M ACETATE BUFFER, pH 5.0, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A6P0WYK3,1VGL,0.9550000000000001,2.6,16227211,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,4.5,,,,,293,,?,,"'PEG 3350, DMSO, acetate, pH 4.5, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A6P0WYK3,4KSO,0.938957184650322,2.622,23796516,,,1,,'VAPOR DIFFUSION',,5.7,,,,,292,,?,,";KaiB were grown from droplets containing 6.5 mg/mL KaiB-KaiC complex, 20 mM Tris (pH 7.8), 100 mM NaCl, 5 mM MgCl2,1 mM ATP and 2 mM BME. The reservoir solution was 100 mM sodium acetate, 500 mM sodium formate and 5% glycerol (v/v), VAPOR DIFFUSION, temperature 292K
;",?
UniRef100_A0A6P0WYK3,5JWQ,0.918957184650322,3.871,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,5.75,?,?,?,?,295,?,?,?,'0.1M Sodium citrate pH 5.75 and 22% PEG3000',?
UniRef100_A0A6P0WYK3,5JWO,0.9052955494700083,1.800,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,?,?,?,?,?,295,?,?,?,"'0.2M Potassium Acetate, 10% (w/v) PEG3350, and 2.5% glycerol'",?
UniRef100_A0A6P0WYK3,5JWR,0.9052955494700083,2.610,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,7.0,?,?,?,?,295,?,?,?,"'0.15M Ammonium Sulfate, 0.1M Tris pH 7.0, 10% PEG 4000'",?
UniRef100_A0A6P0WYK3,4KUN,0.49895718465032196,1.950,23957615,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,6.5,,,,,298,,?,,"'0.2 M sodium acetate, 0.1 M bis-Tris pH 6.5, 35% w/v PEG 8K, 1 mM zinc acetate, VAPOR DIFFUSION, HANGING DROP, temperature 298K'",?
UniRef100_A0A7V3RR77,4KSO,0.998957184650322,2.622,23796516,,,1,,'VAPOR DIFFUSION',,5.7,,,,,292,,?,,";KaiB were grown from droplets containing 6.5 mg/mL KaiB-KaiC complex, 20 mM Tris (pH 7.8), 100 mM NaCl, 5 mM MgCl2,1 mM ATP and 2 mM BME. The reservoir solution was 100 mM sodium acetate, 500 mM sodium formate and 5% glycerol (v/v), VAPOR DIFFUSION, temperature 292K
;",?
UniRef100_A0A7V3RR77,1WWJ,0.97,1.90,15716274,,,1,,'VAPOR DIFFUSION',,6.0,,,,,298.0,,?,,"'betaine, pH 6.0, VAPOR DIFFUSION, temperature 298.0K'",.
UniRef100_A0A7V3RR77,2QKE,0.968957184650322,2.7,18497745,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,5.0,,,,,293,,?,,"'10% PEG 3350, 10% DMSO, 0.1M ACETATE BUFFER, pH 5.0, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A7V3RR77,1R5P,0.96,2.20,15071498,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,7.0,,,,,298.0,,?,,"'PEG 400, pH 7.0, VAPOR DIFFUSION, HANGING DROP, temperature 298.0K'",.
UniRef100_A0A7V3RR77,1VGL,0.95,2.6,16227211,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,4.5,,,,,293,,?,,"'PEG 3350, DMSO, acetate, pH 4.5, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A7V3RR77,5JWQ,0.928957184650322,3.871,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,5.75,?,?,?,?,295,?,?,?,'0.1M Sodium citrate pH 5.75 and 22% PEG3000',?
UniRef100_A0A7V3RR77,5JWO,0.8902955494700083,1.800,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,?,?,?,?,?,295,?,?,?,"'0.2M Potassium Acetate, 10% (w/v) PEG3350, and 2.5% glycerol'",?
UniRef100_A0A7V3RR77,5JWR,0.8902955494700083,2.610,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,7.0,?,?,?,?,295,?,?,?,"'0.15M Ammonium Sulfate, 0.1M Tris pH 7.0, 10% PEG 4000'",?
UniRef100_A0A7V3RR77,4KUN,0.6189571846503219,1.950,23957615,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,6.5,,,,,298,,?,,"'0.2 M sodium acetate, 0.1 M bis-Tris pH 6.5, 35% w/v PEG 8K, 1 mM zinc acetate, VAPOR DIFFUSION, HANGING DROP, temperature 298K'",?
UniRef100_A0A9E3H8W1,1R5P,1.0,2.20,15071498,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,7.0,,,,,298.0,,?,,"'PEG 400, pH 7.0, VAPOR DIFFUSION, HANGING DROP, temperature 298.0K'",.
UniRef100_A0A9E3H8W1,1WWJ,0.9744897959183674,1.90,15716274,,,1,,'VAPOR DIFFUSION',,6.0,,,,,298.0,,?,,"'betaine, pH 6.0, VAPOR DIFFUSION, temperature 298.0K'",.
UniRef100_A0A9E3H8W1,2QKE,0.9683449397523628,2.7,18497745,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,5.0,,,,,293,,?,,"'10% PEG 3350, 10% DMSO, 0.1M ACETATE BUFFER, pH 5.0, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A9E3H8W1,1VGL,0.9591836734693877,2.6,16227211,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,4.5,,,,,293,,?,,"'PEG 3350, DMSO, acetate, pH 4.5, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A9E3H8W1,4KSO,0.9377326948544036,2.622,23796516,,,1,,'VAPOR DIFFUSION',,5.7,,,,,292,,?,,";KaiB were grown from droplets containing 6.5 mg/mL KaiB-KaiC complex, 20 mM Tris (pH 7.8), 100 mM NaCl, 5 mM MgCl2,1 mM ATP and 2 mM BME. The reservoir solution was 100 mM sodium acetate, 500 mM sodium formate and 5% glycerol (v/v), VAPOR DIFFUSION, temperature 292K
;",?
UniRef100_A0A9E3H8W1,5JWQ,0.922426572405424,3.871,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,5.75,?,?,?,?,295,?,?,?,'0.1M Sodium citrate pH 5.75 and 22% PEG3000',?
UniRef100_A0A9E3H8W1,5JWO,0.9033567739598043,1.800,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,?,?,?,?,?,295,?,?,?,"'0.2M Potassium Acetate, 10% (w/v) PEG3350, and 2.5% glycerol'",?
UniRef100_A0A9E3H8W1,5JWR,0.9033567739598043,2.610,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,7.0,?,?,?,?,295,?,?,?,"'0.15M Ammonium Sulfate, 0.1M Tris pH 7.0, 10% PEG 4000'",?
UniRef100_A0A9E3H8W1,4KUN,0.49895718465032196,1.950,23957615,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,6.5,,,,,298,,?,,"'0.2 M sodium acetate, 0.1 M bis-Tris pH 6.5, 35% w/v PEG 8K, 1 mM zinc acetate, VAPOR DIFFUSION, HANGING DROP, temperature 298K'",?
UniRef100_A0A1F2SDQ0,1R5P,1.0,2.20,15071498,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,7.0,,,,,298.0,,?,,"'PEG 400, pH 7.0, VAPOR DIFFUSION, HANGING DROP, temperature 298.0K'",.
UniRef100_A0A1F2SDQ0,1WWJ,0.9891304347826086,1.90,15716274,,,1,,'VAPOR DIFFUSION',,6.0,,,,,298.0,,?,,"'betaine, pH 6.0, VAPOR DIFFUSION, temperature 298.0K'",.
UniRef100_A0A1F2SDQ0,2QKE,0.9554789237807567,2.7,18497745,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,5.0,,,,,293,,?,,"'10% PEG 3350, 10% DMSO, 0.1M ACETATE BUFFER, pH 5.0, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A1F2SDQ0,4KSO,0.9554789237807567,2.622,23796516,,,1,,'VAPOR DIFFUSION',,5.7,,,,,292,,?,,";KaiB were grown from droplets containing 6.5 mg/mL KaiB-KaiC complex, 20 mM Tris (pH 7.8), 100 mM NaCl, 5 mM MgCl2,1 mM ATP and 2 mM BME. The reservoir solution was 100 mM sodium acetate, 500 mM sodium formate and 5% glycerol (v/v), VAPOR DIFFUSION, temperature 292K
;",?
UniRef100_A0A1F2SDQ0,1VGL,0.9347826086956521,2.6,16227211,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,4.5,,,,,293,,?,,"'PEG 3350, DMSO, acetate, pH 4.5, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A1F2SDQ0,5JWQ,0.9120006629111915,3.871,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,5.75,?,?,?,?,295,?,?,?,'0.1M Sodium citrate pH 5.75 and 22% PEG3000',?
UniRef100_A0A1F2SDQ0,5JWO,0.8589912016439214,1.800,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,?,?,?,?,?,295,?,?,?,"'0.2M Potassium Acetate, 10% (w/v) PEG3350, and 2.5% glycerol'",?
UniRef100_A0A1F2SDQ0,5JWR,0.8589912016439214,2.610,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,7.0,?,?,?,?,295,?,?,?,"'0.15M Ammonium Sulfate, 0.1M Tris pH 7.0, 10% PEG 4000'",?
UniRef100_A0A1F2SDQ0,4KUN,0.49895718465032196,1.950,23957615,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,6.5,,,,,298,,?,,"'0.2 M sodium acetate, 0.1 M bis-Tris pH 6.5, 35% w/v PEG 8K, 1 mM zinc acetate, VAPOR DIFFUSION, HANGING DROP, temperature 298K'",?
UniRef100_A0A4Q5U0S5,1WWJ,1.0,1.90,15716274,,,1,,'VAPOR DIFFUSION',,6.0,,,,,298.0,,?,,"'betaine, pH 6.0, VAPOR DIFFUSION, temperature 298.0K'",.
UniRef100_A0A4Q5U0S5,2QKE,0.9762299119230493,2.7,18497745,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,5.0,,,,,293,,?,,"'10% PEG 3350, 10% DMSO, 0.1M ACETATE BUFFER, pH 5.0, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A4Q5U0S5,1R5P,0.9659090909090908,2.20,15071498,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,7.0,,,,,298.0,,?,,"'PEG 400, pH 7.0, VAPOR DIFFUSION, HANGING DROP, temperature 298.0K'",.
UniRef100_A0A4Q5U0S5,1VGL,0.9545454545454546,2.6,16227211,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,4.5,,,,,293,,?,,"'PEG 3350, DMSO, acetate, pH 4.5, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A4Q5U0S5,4KSO,0.9535026391957765,2.622,23796516,,,1,,'VAPOR DIFFUSION',,5.7,,,,,292,,?,,";KaiB were grown from droplets containing 6.5 mg/mL KaiB-KaiC complex, 20 mM Tris (pH 7.8), 100 mM NaCl, 5 mM MgCl2,1 mM ATP and 2 mM BME. The reservoir solution was 100 mM sodium acetate, 500 mM sodium formate and 5% glycerol (v/v), VAPOR DIFFUSION, temperature 292K
;",?
UniRef100_A0A4Q5U0S5,5JWQ,0.9307753664685038,3.871,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,5.75,?,?,?,?,295,?,?,?,'0.1M Sodium citrate pH 5.75 and 22% PEG3000',?
UniRef100_A0A4Q5U0S5,5JWO,0.8866591858336447,1.800,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,?,?,?,?,?,295,?,?,?,"'0.2M Potassium Acetate, 10% (w/v) PEG3350, and 2.5% glycerol'",?
UniRef100_A0A4Q5U0S5,5JWR,0.8866591858336447,2.610,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,7.0,?,?,?,?,295,?,?,?,"'0.15M Ammonium Sulfate, 0.1M Tris pH 7.0, 10% PEG 4000'",?
UniRef100_A0A4Q5U0S5,4KUN,0.49895718465032196,1.950,23957615,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,6.5,,,,,298,,?,,"'0.2 M sodium acetate, 0.1 M bis-Tris pH 6.5, 35% w/v PEG 8K, 1 mM zinc acetate, VAPOR DIFFUSION, HANGING DROP, temperature 298K'",?
UniRef100_A0A349MIM4,1WWJ,1.0,1.90,15716274,,,1,,'VAPOR DIFFUSION',,6.0,,,,,298.0,,?,,"'betaine, pH 6.0, VAPOR DIFFUSION, temperature 298.0K'",.
UniRef100_A0A349MIM4,1R5P,0.9935897435897436,2.20,15071498,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,7.0,,,,,298.0,,?,,"'PEG 400, pH 7.0, VAPOR DIFFUSION, HANGING DROP, temperature 298.0K'",.
UniRef100_A0A349MIM4,2QKE,0.9925469282400656,2.7,18497745,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,5.0,,,,,293,,?,,"'10% PEG 3350, 10% DMSO, 0.1M ACETATE BUFFER, pH 5.0, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A349MIM4,4KSO,0.9861366718298091,2.622,23796516,,,1,,'VAPOR DIFFUSION',,5.7,,,,,292,,?,,";KaiB were grown from droplets containing 6.5 mg/mL KaiB-KaiC complex, 20 mM Tris (pH 7.8), 100 mM NaCl, 5 mM MgCl2,1 mM ATP and 2 mM BME. The reservoir solution was 100 mM sodium acetate, 500 mM sodium formate and 5% glycerol (v/v), VAPOR DIFFUSION, temperature 292K
;",?
UniRef100_A0A349MIM4,1VGL,0.9807692307692308,2.6,16227211,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,4.5,,,,,293,,?,,"'PEG 3350, DMSO, acetate, pH 4.5, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A349MIM4,5JWQ,0.9797264154195527,3.871,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,5.75,?,?,?,?,295,?,?,?,'0.1M Sodium citrate pH 5.75 and 22% PEG3000',?
UniRef100_A0A349MIM4,5JWO,0.9554237545982134,1.800,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,?,?,?,?,?,295,?,?,?,"'0.2M Potassium Acetate, 10% (w/v) PEG3350, and 2.5% glycerol'",?
UniRef100_A0A349MIM4,5JWR,0.9554237545982134,2.610,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,7.0,?,?,?,?,295,?,?,?,"'0.15M Ammonium Sulfate, 0.1M Tris pH 7.0, 10% PEG 4000'",?
UniRef100_A0A349MIM4,4KUN,0.7104956461887835,1.950,23957615,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,6.5,,,,,298,,?,,"'0.2 M sodium acetate, 0.1 M bis-Tris pH 6.5, 35% w/v PEG 8K, 1 mM zinc acetate, VAPOR DIFFUSION, HANGING DROP, temperature 298K'",?
UniRef100_A0A349MIM4,6X61,0.5,3.200,34618577,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,?,?,?,?,?,295,?,?,?,"'1.26 M NaH2PO4, 0.54 M K2HPO4 (pH unadjusted), 0.1 M Glycine pH 10.5, 0.2 M Li2SO4, 22 degrees C'",?
UniRef100_A0A9E2UY23,1R5P,0.9024390243902439,2.20,15071498,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,7.0,,,,,298.0,,?,,"'PEG 400, pH 7.0, VAPOR DIFFUSION, HANGING DROP, temperature 298.0K'",.
UniRef100_A0A9E2UY23,1WWJ,0.8902439024390244,1.90,15716274,,,1,,'VAPOR DIFFUSION',,6.0,,,,,298.0,,?,,"'betaine, pH 6.0, VAPOR DIFFUSION, temperature 298.0K'",.
UniRef100_A0A9E2UY23,2QKE,0.8892010870893463,2.7,18497745,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,5.0,,,,,293,,?,,"'10% PEG 3350, 10% DMSO, 0.1M ACETATE BUFFER, pH 5.0, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A9E2UY23,5JWQ,0.8770059651381268,3.871,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,5.75,?,?,?,?,295,?,?,?,'0.1M Sodium citrate pH 5.75 and 22% PEG3000',?
UniRef100_A0A9E2UY23,1VGL,0.8536585365853658,2.6,16227211,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,4.5,,,,,293,,?,,"'PEG 3350, DMSO, acetate, pH 4.5, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A9E2UY23,4KSO,0.8282254773332488,2.622,23796516,,,1,,'VAPOR DIFFUSION',,5.7,,,,,292,,?,,";KaiB were grown from droplets containing 6.5 mg/mL KaiB-KaiC complex, 20 mM Tris (pH 7.8), 100 mM NaCl, 5 mM MgCl2,1 mM ATP and 2 mM BME. The reservoir solution was 100 mM sodium acetate, 500 mM sodium formate and 5% glycerol (v/v), VAPOR DIFFUSION, temperature 292K
;",?
UniRef100_A0A9E2UY23,5JWO,0.7807833543480571,1.800,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,?,?,?,?,?,295,?,?,?,"'0.2M Potassium Acetate, 10% (w/v) PEG3350, and 2.5% glycerol'",?
UniRef100_A0A9E2UY23,5JWR,0.7807833543480571,2.610,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,7.0,?,?,?,?,295,?,?,?,"'0.15M Ammonium Sulfate, 0.1M Tris pH 7.0, 10% PEG 4000'",?
UniRef100_A0A9E2UY23,4KUN,0.523347428552761,1.950,23957615,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,6.5,,,,,298,,?,,"'0.2 M sodium acetate, 0.1 M bis-Tris pH 6.5, 35% w/v PEG 8K, 1 mM zinc acetate, VAPOR DIFFUSION, HANGING DROP, temperature 298K'",?
UniRef100_A0A928WCB0,1R5P,1.0,2.20,15071498,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,7.0,,,,,298.0,,?,,"'PEG 400, pH 7.0, VAPOR DIFFUSION, HANGING DROP, temperature 298.0K'",.
UniRef100_A0A928WCB0,1WWJ,0.9846938775510203,1.90,15716274,,,1,,'VAPOR DIFFUSION',,6.0,,,,,298.0,,?,,"'betaine, pH 6.0, VAPOR DIFFUSION, temperature 298.0K'",.
UniRef100_A0A928WCB0,2QKE,0.9581408581197097,2.7,18497745,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,5.0,,,,,293,,?,,"'10% PEG 3350, 10% DMSO, 0.1M ACETATE BUFFER, pH 5.0, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A928WCB0,1VGL,0.9489795918367347,2.6,16227211,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,4.5,,,,,293,,?,,"'PEG 3350, DMSO, acetate, pH 4.5, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A928WCB0,4KSO,0.9479367764870567,2.622,23796516,,,1,,'VAPOR DIFFUSION',,5.7,,,,,292,,?,,";KaiB were grown from droplets containing 6.5 mg/mL KaiB-KaiC complex, 20 mM Tris (pH 7.8), 100 mM NaCl, 5 mM MgCl2,1 mM ATP and 2 mM BME. The reservoir solution was 100 mM sodium acetate, 500 mM sodium formate and 5% glycerol (v/v), VAPOR DIFFUSION, temperature 292K
;",?
UniRef100_A0A928WCB0,5JWQ,0.912222490772771,3.871,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,5.75,?,?,?,?,295,?,?,?,'0.1M Sodium citrate pH 5.75 and 22% PEG3000',?
UniRef100_A0A928WCB0,5JWO,0.8982547331434777,1.800,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,?,?,?,?,?,295,?,?,?,"'0.2M Potassium Acetate, 10% (w/v) PEG3350, and 2.5% glycerol'",?
UniRef100_A0A928WCB0,5JWR,0.8982547331434777,2.610,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,7.0,?,?,?,?,295,?,?,?,"'0.15M Ammonium Sulfate, 0.1M Tris pH 7.0, 10% PEG 4000'",?
UniRef100_A0A928WCB0,4KUN,0.49895718465032196,1.950,23957615,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,6.5,,,,,298,,?,,"'0.2 M sodium acetate, 0.1 M bis-Tris pH 6.5, 35% w/v PEG 8K, 1 mM zinc acetate, VAPOR DIFFUSION, HANGING DROP, temperature 298K'",?
UniRef100_A0A926SU80,1WWJ,1.0,1.90,15716274,,,1,,'VAPOR DIFFUSION',,6.0,,,,,298.0,,?,,"'betaine, pH 6.0, VAPOR DIFFUSION, temperature 298.0K'",.
UniRef100_A0A926SU80,1R5P,0.9752475247524752,2.20,15071498,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,7.0,,,,,298.0,,?,,"'PEG 400, pH 7.0, VAPOR DIFFUSION, HANGING DROP, temperature 298.0K'",.
UniRef100_A0A926SU80,2QKE,0.9494522341552725,2.7,18497745,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,5.0,,,,,293,,?,,"'10% PEG 3350, 10% DMSO, 0.1M ACETATE BUFFER, pH 5.0, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A926SU80,1VGL,0.9405940594059405,2.6,16227211,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,4.5,,,,,293,,?,,"'PEG 3350, DMSO, acetate, pH 4.5, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A926SU80,4KSO,0.9395512440562626,2.622,23796516,,,1,,'VAPOR DIFFUSION',,5.7,,,,,292,,?,,";KaiB were grown from droplets containing 6.5 mg/mL KaiB-KaiC complex, 20 mM Tris (pH 7.8), 100 mM NaCl, 5 mM MgCl2,1 mM ATP and 2 mM BME. The reservoir solution was 100 mM sodium acetate, 500 mM sodium formate and 5% glycerol (v/v), VAPOR DIFFUSION, temperature 292K
;",?
UniRef100_A0A926SU80,5JWQ,0.9048977787097279,3.871,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,5.75,?,?,?,?,295,?,?,?,'0.1M Sodium citrate pH 5.75 and 22% PEG3000',?
UniRef100_A0A926SU80,5JWO,0.8913846583808994,1.800,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,?,?,?,?,?,295,?,?,?,"'0.2M Potassium Acetate, 10% (w/v) PEG3350, and 2.5% glycerol'",?
UniRef100_A0A926SU80,5JWR,0.8913846583808994,2.610,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,7.0,?,?,?,?,295,?,?,?,"'0.15M Ammonium Sulfate, 0.1M Tris pH 7.0, 10% PEG 4000'",?
UniRef100_A0A926SU80,4KUN,0.49895718465032196,1.950,23957615,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,6.5,,,,,298,,?,,"'0.2 M sodium acetate, 0.1 M bis-Tris pH 6.5, 35% w/v PEG 8K, 1 mM zinc acetate, VAPOR DIFFUSION, HANGING DROP, temperature 298K'",?
UniRef100_A0A6P1DQU1,1R5P,0.9444444444444444,2.20,15071498,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,7.0,,,,,298.0,,?,,"'PEG 400, pH 7.0, VAPOR DIFFUSION, HANGING DROP, temperature 298.0K'",.
UniRef100_A0A6P1DQU1,1WWJ,0.9305555555555556,1.90,15716274,,,1,,'VAPOR DIFFUSION',,6.0,,,,,298.0,,?,,"'betaine, pH 6.0, VAPOR DIFFUSION, temperature 298.0K'",.
UniRef100_A0A6P1DQU1,2QKE,0.9156238513169886,2.7,18497745,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,5.0,,,,,293,,?,,"'10% PEG 3350, 10% DMSO, 0.1M ACETATE BUFFER, pH 5.0, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A6P1DQU1,1VGL,0.875,2.6,16227211,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,4.5,,,,,293,,?,,"'PEG 3350, DMSO, acetate, pH 4.5, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A6P1DQU1,4KSO,0.873957184650322,2.622,23796516,,,1,,'VAPOR DIFFUSION',,5.7,,,,,292,,?,,";KaiB were grown from droplets containing 6.5 mg/mL KaiB-KaiC complex, 20 mM Tris (pH 7.8), 100 mM NaCl, 5 mM MgCl2,1 mM ATP and 2 mM BME. The reservoir solution was 100 mM sodium acetate, 500 mM sodium formate and 5% glycerol (v/v), VAPOR DIFFUSION, temperature 292K
;",?
UniRef100_A0A6P1DQU1,5JWQ,0.8600682957614331,3.871,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,5.75,?,?,?,?,295,?,?,?,'0.1M Sodium citrate pH 5.75 and 22% PEG3000',?
UniRef100_A0A6P1DQU1,5JWO,0.8197399939144527,1.800,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,?,?,?,?,?,295,?,?,?,"'0.2M Potassium Acetate, 10% (w/v) PEG3350, and 2.5% glycerol'",?
UniRef100_A0A6P1DQU1,5JWR,0.8197399939144527,2.610,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,7.0,?,?,?,?,295,?,?,?,"'0.15M Ammonium Sulfate, 0.1M Tris pH 7.0, 10% PEG 4000'",?
UniRef100_A0A6P1DQU1,4KUN,0.5684016290947664,1.950,23957615,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,6.5,,,,,298,,?,,"'0.2 M sodium acetate, 0.1 M bis-Tris pH 6.5, 35% w/v PEG 8K, 1 mM zinc acetate, VAPOR DIFFUSION, HANGING DROP, temperature 298K'",?
UniRef100_UPI0022481A0E,1WWJ,1.0,1.90,15716274,,,1,,'VAPOR DIFFUSION',,6.0,,,,,298.0,,?,,"'betaine, pH 6.0, VAPOR DIFFUSION, temperature 298.0K'",.
UniRef100_UPI0022481A0E,1R5P,0.9952380952380953,2.20,15071498,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,7.0,,,,,298.0,,?,,"'PEG 400, pH 7.0, VAPOR DIFFUSION, HANGING DROP, temperature 298.0K'",.
UniRef100_UPI0022481A0E,4KSO,0.9513381370312743,2.622,23796516,,,1,,'VAPOR DIFFUSION',,5.7,,,,,292,,?,,";KaiB were grown from droplets containing 6.5 mg/mL KaiB-KaiC complex, 20 mM Tris (pH 7.8), 100 mM NaCl, 5 mM MgCl2,1 mM ATP and 2 mM BME. The reservoir solution was 100 mM sodium acetate, 500 mM sodium formate and 5% glycerol (v/v), VAPOR DIFFUSION, temperature 292K
;",?
